pmid,title,authors,pubdate,journal,pagerank_score,degree,betweenness_score,abstract
17922157,Reliability and validity studies of the Turkish version of the Epworth Sleepiness Scale.,Izci B; Ardic S; Firat H; Sahin A; Altinors M; Karacan I,2008 May,Sleep & breathing = Schlaf & Atmung,0.0012874470373143662,246,0.0,"1. Sleep Breath. 2008 May;12(2):161-8. doi: 10.1007/s11325-007-0145-7.

Reliability and validity studies of the Turkish version of the Epworth 
Sleepiness Scale.

Izci B(1), Ardic S, Firat H, Sahin A, Altinors M, Karacan I.

Author information:
(1)Department of Sleep Medicine, University of Edinburgh, 51 Little France 
Crescent, Edinburgh EH16 4SA, Scotland, UK. bizci@ed.ac.uk

The Epworth Sleepiness Scale (ESS) is a self-administered eight-item 
questionnaire that is widely used in English speaking countries for assessment 
of daytime sleepiness in adults. The aim of this study was to investigate the 
reliability and validity of the ESS in the Turkish language. The Turkish version 
of the ESS (ESStr) was applied to 194 healthy controls and 150 consecutive 
subjects attending the sleep centre with symptoms of sleep-disordered breathing. 
Test-retest reliability of the ESStr was tested in a separate group of 30 
subjects. The ESStr scores of 60 subjects with mild to severe obstructive sleep 
apnoea (OSA) were compared with the ESStr scores of 60 healthy controls matched 
for age, gender, and body mass index (BMI). Concurrent validity with the 
Functional Outcomes of Sleep Questionnaire (FOSQtr) was also assessed in 12 
subjects. The questionnaire had a high level of internal consistency as measured 
by Cronbach's alpha (> or =0.86). The test-retest intraclass correlation 
coefficient was r = 0.81 (95% confidence interval: 0.64-0.90) (p < 0.001) and 
Spearman's correlation coefficient was r = 0.80 (p = 0.01). The control group 
had lower ESStr scores than subjects with sleep-disordered breathing (3.6 +/- 3 
vs 12.6 +/- 6, respectively; p < 0.001). Subjects with mild sleep-disordered 
breathing also had lower scores of the ESStr than those with moderate and severe 
sleep-disordered breathing (10 +/- 6.2 vs 14 +/- 5. and 10 +/- 6.2 vs 16 +/- 
5.4, respectively; both p < 0.05), but there were no significant differences 
between moderate and severe subjects with sleep apnoea. There were significant 
correlations between the ESStr and total FOSQtr and its subscales (r = -0.22 to 
r = -0.92; all p = 0.05). Factor analysis of item scores showed that the ESStr 
had only one factor. The ESStr is a reliable and valid measure of daytime 
sleepiness. These features and the simplicity of the ESStr make it a valuable 
measure for clinical management and research.

DOI: 10.1007/s11325-007-0145-7
PMID: 17922157 [Indexed for MEDLINE]"
14746389,Assessment of sleep and sleepiness in Parkinson disease.,Marinus J; Visser M; van Hilten JJ; Lammers GJ; Stiggelbout AM,2003 Dec 15,Sleep,0.001284705335316084,226,0.0,"1. Sleep. 2003 Dec 15;26(8):1049-54. doi: 10.1093/sleep/26.8.1049.

Assessment of sleep and sleepiness in Parkinson disease.

Marinus J(1), Visser M, van Hilten JJ, Lammers GJ, Stiggelbout AM.

Author information:
(1)Department of Neurology, Leiden University Medical Center, Leiden, The 
Netherlands.

STUDY OBJECTIVES: To develop a short and practical scale (SCOPA-SLEEP) that 
evaluates nighttime sleep and daytime sleepiness. The scale is developed for 
research in Parkinson disease but may be of value for other somatic diseases.
DESIGN: Postal survey including 4 instruments, the SCOPA-SLEEP nighttime sleep 
(5 items) and daytime sleepiness (6 items), the Pittsburgh Sleep Quality Index, 
and the Epworth Sleepiness Scale.
SETTING: Movement Disorders Center, Department of Neurology, Leiden University 
Medical Center, Leiden, The Netherlands.
PARTICIPANTS: 143 patients with Parkinson disease and 104 controls.
INTERVENTIONS: N/A.
MEASUREMENTS AND RESULTS: Reliability of the scale was high: internal 
consistency of the nighttime sleep and daytime sleepiness scales were 0.88 and 
0.91, respectively (Cronbach alpha), and test-retest reliabilities were 0.94 and 
0.89, respectively (intraclass correlation coefficient). Scale scores differed 
significantly between patients and controls (P < .001). Construct validity was 
assessed by correlations with scales that addressed similar constructs. 
Correlation between the nighttime sleep scale and the Pittsburgh Sleep Quality 
Index was 0.83 (P < .001), and the correlation between the daytime sleepiness 
scale and the Epworth Sleepiness Scale was 0.81 (P < .001). Factor analysis 
revealed 1 factor each for both scales, indicating that the scales measure 1 
construct, which justifies the calculation of sumscores. The coefficient of 
variation of both the nighttime sleep and the daytime sleepiness scale was 
higher than that of the Pittsburgh Sleep Quality Index and the Epworth 
Sleepiness Scale, indicating a better ability to detect differences between 
individuals.
CONCLUSIONS: The SCOPA-SLEEP is a reliable and valid instrument for assessing 
nighttime sleep and daytime sleepiness in patients with Parkinson disease.

DOI: 10.1093/sleep/26.8.1049
PMID: 14746389 [Indexed for MEDLINE]"
12531052,How much sleep do we need?,Ferrara M; De Gennaro L,2001 Apr,Sleep medicine reviews,0.0012601320317840647,250,0.0,"1. Sleep Med Rev. 2001 Apr;5(2):155-179. doi: 10.1053/smrv.2000.0138.

How much sleep do we need?

Ferrara M(1), De Gennaro L.

Author information:
(1)Department of Psychology, University of Rome ""La Sapienza"" Rome, Italy

There is increasing concern for sleeplessness-related risks in modern society. 
Some recent epidemiological data seem to support the view that many segments of 
the adult population have chronically inadequate sleep. On the other hand, some 
experts have claimed that our core, basic amount of sleep is around 6 h per 
night, and that the rest of our sleep can be easily curtailed, being unnecessary 
to fulfill any sleep need. However, experimental data on the effects of both 
acute and cumulative partial sleep deprivation (PSD) consistently point out that 
sleep restriction has substantial negative effects on sleepiness, motor and 
cognitive performance and mood, as well as on some metabolic, hormonal and 
immunological variables. As chronic PSD may have serious long-term adverse 
health effects, it should be avoided in the general population. In the 
short-term, the effects of sleep curtailment seem to accumulate linearly, while 
the effects of long-term PSD should be further investigated, as the few 
available studies are flawed by methodological weaknesses. On the other hand, 
there is evidence that extending sleep by 2-3 h beyond the norm produces only 
marginal benefits for an average individual. Finally, it is underlined that, as 
large individual differences do exist in the need for sleep, the search for the 
sleep need may be vain. A somnotypology, taking into account age, gender and the 
position in both the sleep-alert and the morningness-eveningness continuum, 
should help in the search for the actual individual sleep need. 2001 Harcourt 
Publishers Ltd

DOI: 10.1053/smrv.2000.0138
PMID: 12531052"
9989368,Validation of a cataplexy questionnaire in 983 sleep-disorders patients.,Anic-Labat S; Guilleminault C; Kraemer HC; Meehan J; Arrigoni J; Mignot E,1999 Feb 1,Sleep,0.0012054869470044954,199,0.00021232252252727262,"1. Sleep. 1999 Feb 1;22(1):77-87.

Validation of a cataplexy questionnaire in 983 sleep-disorders patients.

Anic-Labat S(1), Guilleminault C, Kraemer HC, Meehan J, Arrigoni J, Mignot E.

Author information:
(1)Stanford University, Center For Narcolepsy, Department of Psychiatry and 
Behavioral Sciences, CA 94305, USA.

Our goal was to validate a self-administered narcolepsy questionnaire focusing 
on cataplexy. Nine hundred and eight three consecutive subjects entering the 
Stanford Sleep Disorder Clinic completed the questionnaire. Clinic physicians 
reported on the presence or absence of ""clear-cut"" cataplexy. Responses to 51 
cataplexy-related questionnaire items were compared between subjects with 
clear-cut cataplexy (n = 63) and all other patients (n = 920). As previously 
reported, a large portion of the non-narcoleptic population was found to 
experience muscle weakness with various intense emotions (1.8% to 18.0%) or 
athletic activities (26.2% to 28.8%). Factor analysis and Receiver Operating 
Characteristic Curve (ROC) analysis were used to determine the most predictive 
items for clear-cut cataplexy. Most strikingly, cataplexy was best 
differentiated from other types of muscle weakness when triggered by only three 
typical situations: ""when hearing and telling a joke,"" ""while laughing,"" or 
""when angry."" Face or neck, rather than limbs, were also more specifically 
involved in clear-cut cataplexy. Other items, such as length of attacks, 
bilaterality, and alteration in consciousness, were poorly predictive. A simple 
decision tree was constructed to isolate high-(91.7%) and low-(0.6%) risk groups 
for cataplexy. This questionnaire will be used to increase diagnostic 
consistency across clinical centers, thus providing more homogenous subject 
pools for clinical and basic research studies.

PMID: 9989368 [Indexed for MEDLINE]"
18824408,Development of a Japanese version of the Epworth Sleepiness Scale (JESS) based on item response theory.,Takegami M; Suzukamo Y; Wakita T; Noguchi H; Chin K; Kadotani H; Inoue Y; Oka Y; Nakamura T; Green J; Johns MW; Fukuhara S,2009 May,Sleep medicine,0.0011923637448800263,243,0.00024881584141959215,"1. Sleep Med. 2009 May;10(5):556-65. doi: 10.1016/j.sleep.2008.04.015. Epub 2008 
Sep 27.

Development of a Japanese version of the Epworth Sleepiness Scale (JESS) based 
on item response theory.

Takegami M(1), Suzukamo Y, Wakita T, Noguchi H, Chin K, Kadotani H, Inoue Y, Oka 
Y, Nakamura T, Green J, Johns MW, Fukuhara S.

Author information:
(1)Department of Epidemiology and Healthcare Research, Graduate School of 
Medicine and Public Health, Kyoto University, Yoshida konoe-cho, Sakyo-ku, Kyoto 
606-8501, Japan. takegami-kyt@umin.ac.jp

BACKGROUND: Various Japanese versions of the Epworth Sleepiness Scale (ESS) have 
been used, but none was developed via standard procedures. Here we report on the 
construction and testing of the developer-authorized Japanese version of the ESS 
(JESS).
METHODS: Developing the JESS involved translations, back translations, a pilot 
study, and psychometric testing. We identified questions in the ESS that were 
difficult to answer or were inappropriate in Japan, proposed possible 
replacements for those questions, and tested them with analyses based on item 
response theory (IRT) and classical test theory. The subjects were healthy 
people and patients with narcolepsy, idiopathic hypersomnia, or obstructive 
sleep apnea syndrome.
RESULTS: We identified two of our proposed questions as appropriate replacements 
for two problematic questions in the ESS. The JESS had very few missing data. 
Internal consistency reliability and test-retest reliability were high. The 
patients had significantly higher JESS scores than did the healthy people, and 
higher JESS scores were associated with worse daytime function, as measured with 
the Pittsburgh Sleep Quality Index.
CONCLUSIONS: In Japan, the JESS provides reliable and valid information on 
daytime sleepiness. Researchers who use the ESS with other populations should 
combine their knowledge of local conditions with the results of psychometric 
tests.

DOI: 10.1016/j.sleep.2008.04.015
PMID: 18824408 [Indexed for MEDLINE]"
25622197,"Treating insomnia improves mood state, sleep, and functioning in bipolar disorder: a pilot randomized controlled trial.",Harvey AG; Soehner AM; Kaplan KA; Hein K; Lee J; Kanady J; Li D; Rabe-Hesketh S; Ketter TA; Neylan TC; Buysse DJ,2015 Jun,Journal of consulting and clinical psychology,0.0011763656460231603,216,0.00018641073387798898,"1. J Consult Clin Psychol. 2015 Jun;83(3):564-77. doi: 10.1037/a0038655. Epub
2015  Jan 26.

Treating insomnia improves mood state, sleep, and functioning in bipolar 
disorder: a pilot randomized controlled trial.

Harvey AG(1), Soehner AM(1), Kaplan KA(1), Hein K(1), Lee J(1), Kanady J(1), Li 
D(2), Rabe-Hesketh S(3), Ketter TA(4), Neylan TC(2), Buysse DJ(5).

Author information:
(1)Department of Psychology, University of California, Berkeley.
(2)Department of Psychiatry, School of Medicine, University of California, San 
Francisco.
(3)Graduate School of Education, University of California, Berkeley.
(4)Department of Psychiatry and Behavioral Sciences, School of Medicine, 
Stanford University.
(5)Department of Psychiatry, University of Pittsburgh.

OBJECTIVE: To determine if a treatment for interepisode bipolar disorder I 
patients with insomnia improves mood state, sleep, and functioning.
METHOD: Alongside psychiatric care, interepisode bipolar disorder I participants 
with insomnia were randomly allocated to a bipolar disorder-specific 
modification of cognitive behavior therapy for insomnia (CBTI-BP; n = 30) or 
psychoeducation (PE; n = 28) as a comparison condition. Outcomes were assessed 
at baseline, the end of 8 sessions of treatment, and 6 months later. This pilot 
was conducted to determine initial feasibility and generate effect size 
estimates.
RESULTS: During the 6-month follow-up, the CBTI-BP group had fewer days in a 
bipolar episode relative to the PE group (3.3 days vs. 25.5 days). The CBTI-BP 
group also experienced a significantly lower hypomania/mania relapse rate (4.6% 
vs. 31.6%) and a marginally lower overall mood episode relapse rate (13.6% vs. 
42.1%) compared with the PE group. Relative to PE, CBTI-BP reduced insomnia 
severity and led to higher rates of insomnia remission at posttreatment and 
marginally higher rates at 6 months. Both CBTI-BP and PE showed statistically 
significant improvement on selected sleep and functional impairment measures. 
The effects of treatment were well sustained through follow-up for most 
outcomes, although some decline on secondary sleep benefits was observed.
CONCLUSIONS: CBTI-BP was associated with reduced risk of mood episode relapse 
and improved sleep and functioning on certain outcomes in bipolar disorder. 
Hence, sleep disturbance appears to be an important pathway contributing to 
bipolar disorder. The need to develop bipolar disorder-specific sleep diary 
scoring standards is highlighted.

(c) 2015 APA, all rights reserved).

DOI: 10.1037/a0038655
PMCID: PMC4446240
PMID: 25622197 [Indexed for MEDLINE]"
11833860,"A randomized, double blind, placebo-controlled multicenter trial comparing the effects of three doses of orally administered sodium oxybate with placebo for the treatment of narcolepsy.",,2002 Feb 1,Sleep,0.0011352685922840068,215,0.0,"1. Sleep. 2002 Feb 1;25(1):42-9.

A randomized, double blind, placebo-controlled multicenter trial comparing the 
effects of three doses of orally administered sodium oxybate with placebo for 
the treatment of narcolepsy.

[No authors listed]

STUDY OBJECTIVES: To evaluate and compare the efficacy and safety of three doses 
of sodium oxybate and placebo for the treatment of narcolepsy symptoms.
DESIGN: A multicenter, double blind, placebo-controlled trial.
SETTING: N/A.
PARTICIPANTS: Study subjects were 136 narcolepsy patients with 3 to 249 (median 
21) cataplexy attacks weekly.
INTERVENTIONS: Prior to baseline measures, subjects discontinued anticataplectic 
medications. Stable doses of stimulants were permitted. Subjects were randomized 
in blinded fashion to receive 3, 6, or 9 g doses of sodium oxybate or placebo 
taken in equally divided doses upon retiring to bed and 2.5-4 hours later for 4 
weeks.
MEASUREMENTS AND RESULTS: Disease symptoms and adverse events were recorded in 
daily diaries. The primary measure of efficacy was the change from baseline in 
weekly cataplexy attacks. Secondary measures included daytime sleepiness using 
the Epworth Sleepiness Scale (ESS), inadvertent daytime naps/sleep attacks and 
nighttime awakenings. Investigators assessed changes in disease severity using 
Clinical Global Impression of Change (CGI-c). Compared to placebo, weekly 
cataplexy attacks were decreased by sodium oxybate at the 6 g dose (p=0.0529) 
and significantly at the 9 g dose (p=0.0008). The ESS was reduced at all doses, 
becoming significant at the 9 g dose (p=0.0001). The CGI-c demonstrated a 
dose-related improvement, significant at the 9 g dose (p=0.0002). The frequency 
of inadvertent naps/sleep attacks and the nighttime awakenings showed similar 
dose-response trends, becoming significant at the 9 g dose (p=0.0122 and 
p=0.0035, respectively). Sodium oxybate was generally well-tolerated at all 
three doses. Nausea, headache, dizziness and enuresis were the most commonly 
reported adverse events.
CONCLUSIONS: Sodium oxybate significantly improved symptoms in patients with 
narcolepsy and was well tolerated.

PMID: 11833860 [Indexed for MEDLINE]"
9402886,A normative study of the maintenance of wakefulness test (MWT).,Doghramji K; Mitler MM; Sangal RB; Shapiro C; Taylor S; Walsleben J; Belisle C; Erman MK; Hayduk R; Hosn R; O'Malley EB; Sangal JM; Schutte SL; Youakim JM,1997 Nov,Electroencephalography and clinical neurophysiology,0.0011049691512214615,220,0.0,"1. Electroencephalogr Clin Neurophysiol. 1997 Nov;103(5):554-62. doi: 
10.1016/s0013-4694(97)00010-2.

A normative study of the maintenance of wakefulness test (MWT).

Doghramji K(1), Mitler MM, Sangal RB, Shapiro C, Taylor S, Walsleben J, Belisle 
C, Erman MK, Hayduk R, Hosn R, O'Malley EB, Sangal JM, Schutte SL, Youakim JM.

Author information:
(1)Sleep Disorders Center, Thomas Jefferson University, Philadelphia, PA 19107, 
USA. karl.doghramji@mail.tju.edu

The maintenance of wakefulness test (MWT) is a daytime polysomnographic 
procedure which quantifies wake tendency by measuring the ability to remain 
awake during soporific circumstances. We present normative data based on 64 
healthy subjects (27 males and 37 females) who adhered to uniform MWT procedural 
conditions including polysomnographic montage, illuminance level, seating 
position, room temperature, meal timing, and subject instructions. When allowed 
a maximum trial duration of 40 min, subjects' mean sleep latency to the first 
epoch of sustained sleep was 35.2 +/- 7.9 min. The lower normal limit, defined 
as two standard deviations below the mean, was 19.4 min. Calculation of data on 
the basis of a maximum trial duration of 20 min and sleep latency to the first 
appearance of brief sleep (a microsleep episode or one epoch of any stage of 
sleep) yielded a mean sleep latency of 18.1 +/- 3.6 min and a lower normal limit 
of 10.9 min. Sleep latency scores were significantly higher than those 
previously reported in patients with disorders of excessive somnolence. 
Therefore, the MWT appears to be a useful procedure in differentiating groups 
with normal daytime wake tendency from those with impaired wake tendency and in 
identifying individuals with pathologic inability to remain awake under 
soporific circumstances.

DOI: 10.1016/s0013-4694(97)00010-2
PMCID: PMC2424234
PMID: 9402886 [Indexed for MEDLINE]"
11719309,Modafinil as adjunct therapy for daytime sleepiness in obstructive sleep apnea.,Pack AI; Black JE; Schwartz JR; Matheson JK,2001 Nov 1,American journal of respiratory and critical care medicine,0.0010622638387428195,255,0.00026302981214640787,"1. Am J Respir Crit Care Med. 2001 Nov 1;164(9):1675-81. doi: 
10.1164/ajrccm.164.9.2103032.

Modafinil as adjunct therapy for daytime sleepiness in obstructive sleep apnea.

Pack AI(1), Black JE, Schwartz JR, Matheson JK.

Author information:
(1)Center for Sleep and Respiratory Neurobiology, University of Pennsylvania, 
Philadelphia, Pennsylvania 19104, USA. pack@mail.med.upenn.edu

Patients with obstructive sleep apnea/hypopnea syndrome can experience residual 
daytime sleepiness despite regular use of nasal continuous positive airway 
pressure therapy. This randomized, double-blind, placebo-controlled, parallel 
group study assessed the efficacy and safety of modafinil for the treatment of 
residual daytime sleepiness in such patients. Patients received modafinil (n = 
77) (200 mg/d, Week 1; 400 mg/d, Weeks 2 to 4) or matching placebo (n = 80) once 
daily for 4 wk. Modafinil significantly improved daytime sleepiness, with 
significantly greater mean changes from baseline in Epworth Sleepiness Scale 
scores at Weeks 1 and 4 (p < 0.001) and in multiple sleep latency times (MSLT) 
at Week 4 (p < 0.05). The percentage of patients with normalized daytime 
sleepiness (Epworth score < 10) was significantly higher with modafinil (51%) 
than with placebo (27%) (p < 0.01), but not for MSLT (> 10 min; 29% versus 25%). 
Headache (modafinil, 23%; placebo, 11%; p = 0.044) and nervousness (modafinil, 
12%; placebo, 3%; p = 0.024) were the most common adverse events. During 
modafinil or placebo treatment, the mean duration of nCPAP use was 6.2 h/night, 
with no significant change from baseline observed between groups. Modafinil may 
be a useful adjunct treatment for the management of residual daytime sleepiness 
in patients with obstructive sleep apnea/hypopnea syndrome who are regular users 
of nasal continuous positive airway pressure therapy.

DOI: 10.1164/ajrccm.164.9.2103032
PMID: 11719309 [Indexed for MEDLINE]"
20931631,Scales to assess sleep impairment in Parkinson's disease: critique and recommendations.,Högl B; Arnulf I; Comella C; Ferreira J; Iranzo A; Tilley B; Trenkwalder C; Poewe W; Rascol O; Sampaio C; Stebbins GT; Schrag A; Goetz CG,2010 Dec 15,Movement disorders : official journal of the Movement Disorder Society,0.0010589779368397096,291,0.0,"1. Mov Disord. 2010 Dec 15;25(16):2704-16. doi: 10.1002/mds.23190.

Scales to assess sleep impairment in Parkinson's disease: critique and 
recommendations.

Högl B(1), Arnulf I, Comella C, Ferreira J, Iranzo A, Tilley B, Trenkwalder C, 
Poewe W, Rascol O, Sampaio C, Stebbins GT, Schrag A, Goetz CG.

Author information:
(1)Department of Neurology, Innsbruck Medical University, Innsbruck, Austria. 
birgit.ho@i-med.ac.at

There is a broad spectrum of sleep disturbances observed in Parkinson's disease 
(PD). A variety of scales have been applied to the evaluation of PD sleep and 
wakefulness, but only a small number have been assessed specifically for 
clinimetric properties in the PD population. The movement disorder society has 
commissioned this task force to examine these scales and to assess their use in 
PD. A systematic literature review was conducted to explore the use of sleep 
scales in PD and to determine which scales qualified for a detailed critique. 
The task force members, all of whom have extensive experience in assessing sleep 
in PD reviewed each of the scales using a structured proforma. Scales were 
categorized into recommended, suggested and listed according to predefined 
criteria. A total of 48 potential scales were identified from the search and 
reviewed. Twenty-nine were excluded because they did not meet review criteria or 
were variations of scales already included, leaving 19 scales that were 
critiqued and rated by the task force based on the rating criteria. Only six 
were found to meet criteria for recommendation or suggestion by the task force: 
the PD sleep scale (PDSS) and the Pittsburgh sleep quality index (PSQI) are 
recommended for rating overall sleep problems to screen and to measure severity, 
the SCOPA-sleep (SCOPA) is recommended for rating overall sleep problems both to 
screen and to measure severity, and for rating daytime sleepiness; the Epworth 
sleepiness scale (ESS) is recommended for rating daytime sleepiness to screen 
and to measure severity; the inappropriate sleep composite score (ISCS) is 
suggested for rating severe daytime sleepiness or sleep attacks to screen and to 
measure severity; and the Stanford sleepiness scale (SSS) is suggested for 
rating sleepiness and to measure severity at a specific moment. The task force 
does not recommend the development of new scales, but emphasizes the need for 
educational efforts to train physicians in sleep interview techniques and 
polysomnography.

© 2010 Movement Disorder Society.

DOI: 10.1002/mds.23190
PMID: 20931631 [Indexed for MEDLINE]"
31694839,Sex differences in obstructive sleep apnoea.,Bonsignore MR; Saaresranta T; Riha RL,2019 Dec 31,European respiratory review : an official journal of the European Respiratory Society,0.0009957772677272078,271,0.00022190602785622198,"1. Eur Respir Rev. 2019 Nov 6;28(154):190030. doi: 10.1183/16000617.0030-2019. 
Print 2019 Dec 31.

Sex differences in obstructive sleep apnoea.

Bonsignore MR(1)(2), Saaresranta T(3)(4), Riha RL(5)(6).

Author information:
(1)PROMISE Dept, UOC of Pneumology, University of Palermo, Palermo, Italy.
(2)Institute of Biomedicine and Molecular Immunology (IBIM), National Research 
Council (CNR), Palermo, Italy.
(3)Division of Medicine, Dept of Pulmonary Diseases, Turku University Hospital, 
Turku, Finland.
(4)Sleep research Centre, Dept of Physiology, University of Turku, Turku, 
Finland.
(5)Dept of Sleep Medicine, Royal Infirmary of Edinburgh, Edinburgh, UK 
rriha1@exseed.ed.ac.uk.
(6)Centre for Clinical Brain Sciences, University of Edinburgh, Edinburgh, UK.

Comment in
    doi: 10.1183/16000617.0093-2018.
    doi: 10.1183/16000617.0097-2018.
    doi: 10.1183/16000617.0005-2019.
    doi: 10.1183/16000617.0006-2019.
    doi: 10.1183/16000617.0114-2018.

Obstructive sleep apnoea (OSA) and obstructive sleep apnoea/hypopnoea syndrome 
(OSAHS) have long been considered predominantly male-related conditions. The 
clinical presentation of sleep disordered breathing in females differs from 
males and can vary with age and physiological status, e.g. menopause and 
pregnancy. Overall, females appear to be more symptomatic, with lower 
apnoea-hypopnoea index scores compared to males. Furthermore, they appear to 
have more prolonged partial upper airway obstruction, and may report insomnia as 
a symptom of OSAHS more frequently. As a consequence of these differences in 
clinical presentation, females with sleep disordered breathing are often 
underdiagnosed and undertreated compared to males. This review is aimed at 
discussing the epidemiology, clinical presentation, pathophysiology and hormonal 
and metabolic differences in females who present with OSA/OSAHS in comparison to 
males.

Copyright ©ERS 2019.

DOI: 10.1183/16000617.0030-2019
PMCID: PMC9488655
PMID: 31694839 [Indexed for MEDLINE]

Conflict of interest statement: Conflict of interest: M.R. Bonsignore has 
nothing to disclose. Conflict of interest: T. Saaresranta has nothing to 
disclose. Conflict of interest: R.L. Riha has nothing to disclose."
24780133,Delayed diagnosis of narcolepsy: characterization and impact.,Thorpy MJ; Krieger AC,2014 May,Sleep medicine,0.0009789435410997719,219,0.0,"1. Sleep Med. 2014 May;15(5):502-7. doi: 10.1016/j.sleep.2014.01.015. Epub 2014
Feb  15.

Delayed diagnosis of narcolepsy: characterization and impact.

Thorpy MJ(1), Krieger AC(2).

Author information:
(1)Sleep-Wake Disorders Center, Department of Neurology, Montefiore Medical 
Center, Bronx, NY, USA; Albert Einstein College of Medicine, Bronx, NY, USA. 
Electronic address: thorpy@aecom.yu.edu.
(2)Weill Cornell Center for Sleep Medicine, Department of Medicine, Weill 
Cornell Medical College, New York, NY, USA; Weill Cornell Center for Sleep 
Medicine, Department of Genetic Medicine, Weill Cornell Medical College, New 
York, NY, USA; Weill Cornell Center for Sleep Medicine, Department of Neurology, 
Weill Cornell Medical College, New York, NY, USA.

Narcolepsy, a chronic neurologic condition resulting from dysregulation of the 
sleep-wake cycle, usually has an onset at an early age. However, a long delay 
until diagnosis has been consistently reported in the literature across 
countries and several publications have focused on characterizing this delay. 
Most studies report a mean delay to diagnosis of up to 15 years, with individual 
cases of >60 years, although a trend over time toward a shorter diagnostic delay 
has been suggested. While variables associated with this delay have been 
identified, a lack of symptom recognition resulting in misdiagnosis prior to 
reaching the narcolepsy diagnosis is the likely underlying reason. This lack of 
symptom recognition is especially relevant considering the high comorbidity 
burden that has been shown in patients with narcolepsy as some disorders 
manifest with symptoms that overlap with narcolepsy. A consequence of delayed 
diagnosis is delayed treatment, which affects the burden of disease. Substantial 
detrimental effects on health-care resource utilization, employment, and quality 
of life have been described after narcolepsy onset and prior to the diagnosis of 
narcolepsy. This review highlights the importance of closing the diagnostic gap 
by expanding awareness of narcolepsy and its symptoms.

Copyright © 2014. Published by Elsevier B.V.

DOI: 10.1016/j.sleep.2014.01.015
PMID: 24780133 [Indexed for MEDLINE]"
22837377,Continuous positive airway pressure treatment of sleepy patients with milder obstructive sleep apnea: results of the CPAP Apnea Trial North American Program (CATNAP) randomized clinical trial.,Weaver TE; Mancini C; Maislin G; Cater J; Staley B; Landis JR; Ferguson KA; George CF; Schulman DA; Greenberg H; Rapoport DM; Walsleben JA; Lee-Chiong T; Gurubhagavatula I; Kuna ST,2012 Oct 1,American journal of respiratory and critical care medicine,0.0008867420048261343,196,0.0001595446324197493,"1. Am J Respir Crit Care Med. 2012 Oct 1;186(7):677-83. doi: 
10.1164/rccm.201202-0200OC. Epub 2012 Jul 26.

Continuous positive airway pressure treatment of sleepy patients with milder 
obstructive sleep apnea: results of the CPAP Apnea Trial North American Program 
(CATNAP) randomized clinical trial.

Weaver TE(1), Mancini C, Maislin G, Cater J, Staley B, Landis JR, Ferguson KA, 
George CF, Schulman DA, Greenberg H, Rapoport DM, Walsleben JA, Lee-Chiong T, 
Gurubhagavatula I, Kuna ST.

Author information:
(1)University of Illinois at Chicago College of Nursing, 845 South Damen Avenue 
(MC 802), Chicago, IL 60612, USA. teweaver@uic.edu

Comment in
    Am J Respir Crit Care Med. 2012 Oct 1;186(7):583-4. doi: 
10.1164/rccm.201208-1400ED.

RATIONALE: Twenty-eight percent of people with mild to moderate obstructive 
sleep apnea experience daytime sleepiness, which interferes with daily 
functioning. It remains unclear whether treatment with continuous positive 
airway pressure improves daytime function in these patients.
OBJECTIVES: To evaluate the efficacy of continuous positive airway pressure 
treatment to improve functional status in sleepy patients with mild and moderate 
obstructive sleep apnea.
METHODS: Patients with self-reported daytime sleepiness (Epworth Sleepiness 
Scale score >10) and an apnea-hypopnea index with 3% desaturation and from 5 to 
30 events per hour were randomized to 8 weeks of active or sham continuous 
positive airway pressure treatment. After the 8-week intervention, participants 
in the sham arm received 8 weeks of active continuous positive airway pressure 
treatment.
MEASUREMENTS AND MAIN RESULTS: The Total score on the Functional Outcomes of 
Sleep Questionnaire was the primary outcome measure. The adjusted mean change in 
the Total score after the first 8-week intervention was 0.89 for the active 
group (n = 113) and -0.06 for the placebo group (n = 110) (P = 0.006). The group 
difference in mean change corresponded to an effect size of 0.41 (95% confidence 
interval, 0.14-0.67). The mean (SD) improvement in Functional Outcomes of Sleep 
Questionnaire Total score from the beginning to the end of the crossover phase 
(n = 91) was 1.73 ± 2.50 (t[90] = 6.59; P < 0.00001) with an effect size of 
0.69.
CONCLUSIONS: Continuous positive airway pressure treatment improves the 
functional outcome of sleepy patients with mild and moderate obstructive sleep 
apnea.

DOI: 10.1164/rccm.201202-0200OC
PMCID: PMC3480519
PMID: 22837377 [Indexed for MEDLINE]"
